Customer_ID,Age,Gender,Location,Subscription_Type,Account_Age_Months,Monthly_Spending,Total_Usage_Hours,Support_Calls,Late_Payments,Streaming_Usage,Discount_Used,Satisfaction_Score,Last_Interaction_Type,Complaint_Tickets,Promo_Opted_In,Churn
4846,36,Male,New York,Basic,20,58.88,462,0,4,74,19,3,Neutral,2,1,0
1612,32,Female,Florida,Premium,48,118.04,275,2,2,46,1,7,Negative,0,1,1
6788,46,Male,New York,Premium,56,39.11,255,6,2,63,85,2,Positive,3,1,1
5677,33,Male,New York,Premium,17,42.91,39,5,4,23,41,1,Neutral,3,0,1
1693,53,Male,Illinois,Basic,13,177.46,79,5,3,76,84,7,Positive,4,0,0
8067,56,Male,New York,Premium,37,177.36,493,3,0,48,8,1,Neutral,1,1,1
4976,25,Male,Florida,Premium,32,71.56,131,7,0,78,62,3,Negative,0,0,1
2849,43,Female,Illinois,Premium,38,188.7,173,6,4,15,39,5,Neutral,2,1,1
7225,36,Female,Florida,Basic,51,101.94,424,5,3,42,81,10,Positive,4,0,0
8574,60,Female,California,Premium,55,59.88,110,3,3,42,70,7,Neutral,3,0,0
4867,53,Male,Florida,Premium,23,41.12,225,4,2,66,93,9,Positive,0,1,1
7533,36,Female,Illinois,Basic,3,182.96,376,7,1,35,0,2,Neutral,3,0,1
5109,60,Female,Illinois,Basic,44,50.45,336,1,2,73,40,10,Neutral,1,1,1
8724,29,Male,Florida,Basic,5,60.8,43,2,4,9,33,1,Neutral,0,1,0
4175,51,Female,California,Basic,51,30.4,133,9,3,91,63,1,Neutral,0,1,0
3272,31,Female,California,Premium,14,43.8,178,6,3,38,69,1,Negative,3,1,1
7921,48,Male,Texas,Basic,50,112.64,230,8,0,68,80,6,Neutral,2,0,1
2829,57,Male,Florida,Basic,56,89.18,37,7,3,35,53,1,Negative,2,0,0
8384,34,Male,Illinois,Basic,14,193.29,136,1,2,98,35,8,Positive,2,1,1
2424,69,Male,New York,Premium,14,87.29,340,3,0,58,96,9,Neutral,0,0,0
5939,24,Female,California,Basic,6,20.34,357,3,0,60,61,1,Negative,0,1,1
7314,64,Female,Illinois,Basic,34,178.06,410,6,1,72,21,9,Positive,2,0,1
8184,25,Female,Texas,Premium,22,155.89,453,7,1,99,33,8,Positive,4,0,0
2376,66,Male,New York,Basic,14,64.46,135,4,0,48,82,8,Neutral,2,0,0
8673,23,Male,California,Premium,35,41.74,158,6,4,48,68,10,Positive,2,1,0
7883,47,Male,Florida,Basic,30,31.02,453,0,4,61,69,6,Neutral,2,0,0
4449,39,Male,California,Premium,21,164.23,345,6,1,81,17,1,Neutral,4,0,0
6608,24,Male,California,Basic,36,120.67,303,5,0,28,21,3,Neutral,4,0,1
8325,27,Male,Florida,Basic,5,31.93,64,9,0,47,42,7,Neutral,3,0,0
7391,31,Female,Florida,Basic,51,15.94,252,8,1,48,9,3,Negative,0,0,0
8505,37,Male,Texas,Premium,25,186.33,285,6,1,67,40,3,Positive,0,0,0
5700,53,Female,Florida,Basic,8,61.65,239,0,3,37,31,8,Neutral,2,1,0
6676,41,Female,Illinois,Basic,28,157.32,428,2,0,18,75,5,Neutral,2,0,0
8602,18,Female,Texas,Basic,1,149.68,303,7,1,42,12,1,Neutral,4,1,1
6945,43,Female,Texas,Basic,21,122.94,368,2,0,87,32,9,Negative,3,0,1
4975,32,Female,Illinois,Premium,34,60.78,498,7,0,55,39,10,Positive,0,1,1
6396,66,Female,New York,Premium,12,87.9,18,8,1,20,7,2,Positive,0,0,1
4654,45,Female,Illinois,Premium,7,112.88,414,6,3,19,38,1,Negative,0,1,1
5051,61,Female,Texas,Basic,41,142.57,86,8,3,63,64,2,Positive,0,0,0
2380,54,Male,Illinois,Basic,50,80.82,406,5,0,82,10,1,Neutral,4,1,0
5840,64,Male,California,Basic,11,192.34,128,4,1,12,71,8,Neutral,3,1,1
3699,24,Female,Florida,Basic,32,83.38,103,9,1,1,27,3,Negative,0,0,0
6390,31,Female,Illinois,Premium,10,140.32,334,8,1,88,56,9,Neutral,0,0,1
6993,24,Female,California,Basic,32,156.16,388,9,1,87,44,4,Negative,2,1,0
8606,43,Male,Illinois,Enterprise,48,106.12,53,3,0,59,14,5,Neutral,4,0,0
1178,27,Male,Florida,Basic,43,189.93,407,5,1,21,50,2,Negative,4,1,1
5754,32,Female,Illinois,Premium,7,189.28,48,2,4,34,97,6,Negative,3,0,0
4896,63,Male,Texas,Basic,42,19.89,314,9,4,65,27,3,Neutral,3,0,0
8428,56,Female,California,Premium,3,171.39,448,7,1,49,44,5,Positive,1,0,1
7743,28,Female,New York,Basic,37,16.15,84,7,4,84,79,5,Neutral,0,1,0
5738,38,Male,California,Basic,47,103.67,494,2,1,17,46,10,Negative,3,0,1
2911,19,Female,New York,Basic,3,161.65,285,4,0,43,76,8,Positive,0,1,0
6316,27,Male,Florida,Basic,51,137.47,330,0,3,30,17,5,Positive,3,0,1
8060,28,Female,Illinois,Basic,29,152.2,258,6,1,6,58,6,Positive,4,1,1
8524,55,Female,New York,Basic,29,33.0,410,4,1,55,26,5,Positive,4,0,0
4170,22,Male,Florida,Premium,40,166.08,248,1,0,12,1,3,Neutral,1,0,1
2579,61,Male,California,Basic,19,131.66,318,3,1,6,1,8,Positive,4,0,1
5344,31,Male,Texas,Basic,49,195.26,192,9,0,71,19,8,Positive,0,1,1
3532,23,Male,California,Premium,55,92.89,434,5,1,12,91,10,Positive,4,1,1
6078,54,Male,Illinois,Premium,5,11.58,14,4,4,60,10,8,Neutral,3,0,0
6122,51,Female,Florida,Basic,22,104.87,142,4,4,81,89,2,Neutral,3,1,0
7922,69,Female,California,Basic,55,194.96,276,9,1,5,94,7,Neutral,3,0,0
4578,19,Male,California,Basic,31,107.3,155,5,4,16,33,10,Positive,2,0,0
8385,46,Male,California,Premium,8,87.44,72,7,0,27,71,8,Negative,0,0,1
7510,47,Male,California,Premium,34,172.98,492,0,2,13,96,3,Positive,3,1,1
5436,26,Female,Texas,Basic,47,130.55,488,0,3,59,56,3,Negative,3,0,1
7562,60,Male,Texas,Basic,5,126.77,61,0,0,74,66,8,Positive,0,1,0
5423,47,Male,Florida,Basic,35,76.07,437,1,0,4,74,6,Neutral,0,0,1
6742,67,Female,New York,Basic,12,96.73,100,3,1,69,3,4,Neutral,2,1,1
2013,56,Female,Texas,Enterprise,26,97.18,80,0,1,74,57,3,Neutral,3,1,1
3256,45,Male,Texas,Basic,15,27.99,141,1,3,54,10,7,Negative,2,1,1
3724,35,Female,Illinois,Premium,59,48.65,72,9,2,17,95,9,Positive,4,0,0
8003,21,Male,Illinois,Premium,34,77.77,303,8,2,4,84,10,Neutral,4,1,1
8236,68,Male,New York,Premium,55,130.87,399,3,2,19,48,7,Neutral,0,0,1
2217,57,Female,New York,Basic,38,19.39,380,5,4,27,83,3,Neutral,4,1,1
8433,65,Male,New York,Basic,56,179.91,464,6,2,19,88,4,Neutral,2,1,0
5222,64,Male,Texas,Basic,11,22.0,497,2,1,48,37,2,Negative,1,1,0
1833,39,Female,New York,Basic,41,74.28,413,0,3,29,79,9,Positive,0,1,0
3083,64,Male,Illinois,Basic,42,70.83,431,5,4,34,13,3,Neutral,4,1,0
4318,39,Male,Florida,Premium,41,151.55,277,4,0,67,24,10,Negative,0,1,1
3633,43,Female,California,Enterprise,39,80.32,186,9,1,22,72,10,Neutral,3,0,1
3477,31,Female,Florida,Basic,51,117.03,430,7,4,3,96,9,Negative,2,0,1
1362,20,Male,Florida,Premium,37,149.59,292,7,3,39,30,1,Negative,3,1,1
8305,55,Male,Illinois,Premium,46,58.51,482,0,0,35,92,10,Neutral,1,1,1
6430,43,Female,Texas,Premium,43,92.37,474,2,1,24,49,9,Negative,0,1,1
3288,49,Female,Florida,Basic,59,52.99,308,6,4,56,1,6,Neutral,0,1,1
5707,55,Male,Illinois,Premium,55,115.93,318,4,0,14,40,10,Neutral,0,1,0
7295,57,Female,Texas,Premium,28,101.4,357,0,2,17,25,9,Neutral,2,0,1
7629,52,Male,Illinois,Premium,20,74.3,113,6,1,57,94,9,Positive,1,1,1
6816,26,Female,Florida,Premium,31,83.33,317,1,3,30,63,4,Neutral,3,0,0
7382,53,Male,Florida,Basic,48,62.18,465,0,2,27,2,3,Positive,1,1,0
3740,45,Female,Florida,Basic,50,143.87,355,6,3,14,80,2,Negative,3,1,1
5815,22,Male,New York,Basic,51,107.88,401,6,3,73,77,9,Positive,3,1,1
5967,41,Female,Florida,Premium,8,110.05,73,8,3,18,54,10,Neutral,1,0,1
6174,53,Female,New York,Premium,12,171.49,314,5,3,50,6,5,Positive,4,0,0
8488,61,Female,Texas,Basic,22,34.09,393,6,4,5,31,3,Neutral,2,1,1
3269,59,Male,Illinois,Enterprise,15,48.02,350,6,3,4,95,7,Positive,2,0,1
5673,61,Male,Florida,Premium,7,126.23,47,1,0,17,97,8,Positive,3,0,1
6209,69,Male,Texas,Basic,3,96.47,403,6,0,44,56,1,Positive,0,0,1
1395,34,Male,New York,Basic,13,184.92,363,8,2,71,43,10,Negative,0,0,1
5108,58,Female,California,Basic,54,199.44,185,0,2,49,92,9,Positive,2,0,0
4935,19,Female,Texas,Basic,31,122.26,347,8,0,34,22,9,Negative,3,1,1
4394,35,Male,Illinois,Premium,7,115.16,146,3,2,82,68,10,Negative,1,1,1
8292,26,Male,Illinois,Premium,19,58.36,436,2,1,7,31,4,Neutral,1,0,0
2937,48,Male,Illinois,Premium,53,40.64,327,9,4,99,52,5,Positive,1,0,0
5769,65,Male,Texas,Basic,58,117.59,467,0,1,41,92,9,Positive,3,0,0
1647,47,Male,New York,Basic,35,66.31,447,7,1,37,10,2,Negative,1,1,1
5582,30,Male,Texas,Premium,4,109.04,375,2,1,58,70,1,Positive,0,1,1
8003,21,Male,Illinois,Premium,34,77.77,303,8,2,4,84,10,Neutral,4,1,1
1953,48,Female,New York,Premium,11,142.34,202,8,1,48,7,1,Neutral,4,1,0
3914,30,Female,Florida,Premium,36,147.64,418,1,1,52,36,1,Positive,0,0,1
5220,54,Female,Florida,Basic,21,104.86,197,3,4,96,22,10,Positive,4,1,0
4258,38,Female,California,Basic,27,60.5,168,4,0,81,69,3,Negative,1,0,0
8862,47,Male,New York,Premium,43,128.47,373,5,3,99,57,7,Positive,4,1,0
1164,23,Male,Florida,Basic,23,51.81,241,6,1,27,25,1,Neutral,3,1,1
7099,19,Male,New York,Basic,3,44.72,385,2,2,71,61,7,Positive,3,0,1
6143,46,Male,New York,Premium,11,46.47,229,9,3,3,26,4,Neutral,0,0,0
4955,29,Female,California,Basic,31,74.49,289,0,0,33,12,6,Positive,2,0,0
4952,23,Male,Florida,Basic,48,167.13,190,9,1,88,48,7,Positive,0,1,1
7535,60,Female,California,Premium,38,28.58,256,4,1,33,18,5,Neutral,1,0,0
5132,54,Male,New York,Enterprise,19,143.8,338,9,3,59,36,10,Positive,4,1,1
3308,44,Male,Texas,Premium,49,31.16,333,5,3,90,23,6,Negative,2,1,0
1102,34,Female,California,Premium,58,117.19,496,7,1,91,98,4,Neutral,4,0,0
4735,42,Male,Illinois,Basic,29,128.48,313,0,3,1,43,9,Negative,3,0,0
2735,48,Female,Florida,Premium,57,30.94,51,7,3,88,79,9,Negative,0,0,1
3030,25,Male,Texas,Basic,25,12.95,271,6,3,87,73,5,Positive,2,1,1
5664,67,Male,Florida,Basic,35,100.55,67,7,4,55,88,1,Negative,3,1,0
6286,46,Female,New York,Basic,1,130.07,133,6,0,21,29,2,Neutral,3,0,1
8760,40,Female,California,Enterprise,7,102.63,190,8,3,25,23,2,Positive,0,0,0
7402,41,Female,Illinois,Premium,20,79.25,262,1,1,57,7,8,Positive,0,1,1
4877,20,Female,Illinois,Enterprise,23,171.8,325,7,2,58,78,3,Positive,0,0,1
2820,39,Female,New York,Basic,24,34.06,425,2,0,35,85,2,Neutral,3,0,0
3561,36,Male,Texas,Basic,4,123.76,73,9,0,93,22,7,Positive,1,0,1
8066,53,Male,Florida,Enterprise,8,34.9,117,6,2,53,11,9,Positive,1,0,1
7463,20,Female,California,Enterprise,19,146.48,437,5,3,24,37,3,Neutral,3,1,1
2444,22,Female,Illinois,Premium,1,54.53,487,4,2,65,27,5,Negative,2,1,0
6121,51,Male,Illinois,Basic,6,103.64,256,7,0,34,27,1,Negative,1,1,0
1173,61,Female,New York,Basic,26,152.03,73,4,2,18,72,8,Neutral,0,1,0
2345,32,Female,Texas,Premium,31,77.11,406,9,0,3,96,10,Positive,2,0,0
4620,25,Male,Florida,Basic,35,10.2,54,9,4,52,63,8,Negative,2,1,0
7476,52,Female,Florida,Premium,32,103.81,161,3,1,52,99,5,Neutral,0,1,1
1244,49,Male,California,Premium,35,131.37,71,5,2,79,6,1,Neutral,3,0,0
8434,69,Female,Illinois,Premium,7,90.76,466,7,3,73,85,7,Negative,2,0,1
8941,26,Male,California,Enterprise,40,39.09,280,3,3,99,66,3,Positive,1,0,1
7702,66,Female,New York,Basic,9,22.79,176,7,4,41,55,3,Negative,2,0,0
4300,60,Female,Florida,Basic,58,57.16,489,4,0,65,45,10,Negative,3,0,1
1593,21,Male,New York,Premium,29,20.9,136,7,2,68,3,10,Neutral,4,1,1
2388,20,Male,Florida,Basic,26,184.67,27,7,1,31,50,10,Positive,2,1,0
7691,41,Female,New York,Premium,1,16.86,341,2,3,26,26,7,Positive,3,1,0
8488,61,Female,Texas,Basic,22,34.09,393,6,4,5,31,3,Neutral,2,1,1
6508,40,Male,California,Premium,49,82.76,23,8,0,71,39,4,Neutral,0,1,0
4617,42,Female,Illinois,Premium,44,191.6,224,9,4,70,42,5,Negative,3,0,0
8446,41,Female,Illinois,Premium,24,86.57,361,2,0,35,22,8,Negative,0,0,0
5143,50,Male,Texas,Basic,37,177.82,219,9,0,65,27,8,Negative,3,1,0
4089,68,Female,Texas,Basic,33,49.21,294,9,4,19,58,1,Neutral,0,0,1
4797,61,Male,Texas,Premium,55,143.1,178,8,2,88,93,10,Positive,3,0,1
3130,40,Female,New York,Basic,47,95.42,209,7,4,71,20,10,Negative,1,0,1
7894,23,Male,Florida,Premium,6,39.01,443,5,0,9,7,8,Negative,4,0,1
2434,26,Female,Illinois,Enterprise,49,64.49,244,5,1,14,61,3,Negative,2,0,1
7475,51,Female,New York,Basic,11,143.69,197,7,0,14,50,7,Neutral,0,0,0
4702,53,Male,California,Enterprise,1,89.95,212,2,0,71,69,1,Neutral,2,1,1
7505,61,Female,Illinois,Basic,41,80.52,452,8,2,3,64,2,Negative,2,0,0
7157,58,Male,Florida,Enterprise,28,133.41,343,5,2,85,31,4,Neutral,4,1,1
4616,32,Male,New York,Premium,18,103.83,230,9,4,71,89,3,Neutral,4,0,0
2620,56,Female,Texas,Basic,36,101.44,194,6,0,57,73,6,Positive,0,1,0
1884,44,Female,Texas,Premium,8,159.17,33,1,2,93,15,2,Neutral,2,0,1
1449,58,Male,California,Premium,17,18.79,272,1,3,43,10,9,Neutral,1,0,0
3427,44,Male,New York,Basic,40,138.04,292,4,2,59,50,1,Negative,3,1,0
5889,42,Male,California,Enterprise,4,67.7,273,2,4,42,7,3,Positive,3,1,0
2421,43,Male,Illinois,Premium,52,199.85,238,2,1,10,6,5,Neutral,0,1,1
4961,28,Female,Illinois,Premium,45,125.14,316,6,0,44,76,4,Negative,0,1,0
6574,69,Female,Texas,Basic,25,162.09,132,0,2,82,9,8,Neutral,3,0,1
3003,41,Female,Florida,Premium,52,147.04,304,1,4,73,34,10,Positive,1,0,1
8280,46,Male,California,Premium,34,24.43,304,4,1,88,75,4,Negative,3,0,0
3816,50,Female,California,Premium,1,189.9,441,5,3,62,70,2,Negative,0,0,1
7533,36,Female,Illinois,Basic,3,182.96,376,7,1,35,0,2,Neutral,3,0,1
7265,57,Female,Texas,Premium,10,49.61,13,3,2,70,19,7,Negative,3,0,1
7298,26,Female,New York,Premium,1,34.51,34,3,2,24,59,7,Neutral,4,0,0
3121,50,Male,Florida,Basic,50,93.21,201,7,1,29,46,10,Negative,2,0,1
6711,67,Female,Illinois,Basic,47,99.06,454,2,1,76,45,6,Neutral,2,0,1
7628,48,Female,California,Premium,36,37.94,81,0,4,21,63,5,Negative,0,0,0
1501,25,Female,New York,Basic,33,95.66,309,1,4,85,99,3,Positive,1,1,1
2849,43,Female,Illinois,Premium,38,188.7,173,6,4,15,39,5,Neutral,2,1,1
8138,58,Female,California,Premium,20,53.2,184,6,0,91,38,8,Negative,1,1,1
4033,32,Male,New York,Premium,18,135.81,206,1,0,39,54,2,Positive,2,1,0
8775,40,Female,New York,Basic,31,72.29,478,9,4,99,44,3,Neutral,2,1,0
5307,61,Female,Florida,Premium,51,175.37,92,9,1,54,12,3,Neutral,1,0,1
6492,67,Male,Florida,Basic,17,120.98,192,9,2,72,21,3,Positive,4,1,0
7684,60,Male,California,Basic,56,153.17,189,7,0,95,73,3,Negative,3,0,1
3669,40,Female,Texas,Premium,40,68.25,391,1,3,39,15,8,Neutral,3,0,0
6373,41,Male,Illinois,Basic,58,42.58,408,8,2,48,66,9,Negative,3,1,1
1154,58,Male,Illinois,Premium,14,34.71,25,1,2,98,53,7,Positive,0,0,1
4930,66,Female,California,Basic,8,167.6,102,9,0,48,32,10,Negative,0,1,1
5579,41,Male,New York,Premium,13,151.03,379,5,1,77,19,3,Neutral,1,1,1
1896,63,Male,Texas,Premium,18,66.74,266,2,1,27,8,9,Neutral,1,1,0
5613,55,Male,Texas,Premium,30,10.16,463,0,0,91,56,7,Neutral,1,1,1
2591,63,Male,Florida,Basic,28,183.15,261,4,1,71,89,3,Neutral,0,1,0
3586,36,Male,Florida,Basic,9,72.4,122,6,4,96,95,1,Neutral,3,0,1
5311,45,Male,California,Basic,46,135.99,413,5,2,89,1,7,Positive,0,0,1
2107,31,Male,Illinois,Basic,18,129.92,350,5,2,75,63,8,Neutral,2,0,1
7545,34,Female,Texas,Basic,46,25.84,229,5,0,83,84,2,Neutral,4,1,0
1235,52,Male,California,Basic,20,36.95,207,0,1,49,6,4,Neutral,4,1,0
1299,33,Male,Florida,Basic,2,197.33,159,2,3,63,55,1,Negative,0,0,0
6760,43,Female,Florida,Basic,31,184.7,277,7,0,36,14,8,Neutral,3,0,0
1488,61,Male,Florida,Basic,42,82.76,104,7,3,88,0,4,Neutral,2,1,1
4354,43,Female,Texas,Enterprise,55,189.37,58,0,1,26,92,3,Positive,3,0,1
8195,67,Male,New York,Basic,11,128.24,73,9,0,34,35,10,Neutral,3,0,0
5268,28,Male,Illinois,Premium,51,84.61,94,2,2,82,77,8,Positive,1,1,0
3635,29,Male,Illinois,Enterprise,8,25.81,244,3,0,93,5,2,Positive,1,0,0
4519,60,Female,California,Premium,26,152.16,357,8,3,71,93,7,Positive,2,0,0
2783,25,Female,Florida,Basic,54,115.61,24,5,3,75,49,10,Neutral,3,1,0
6583,19,Male,California,Basic,8,148.83,194,8,1,82,71,2,Negative,0,0,1
5446,38,Female,Illinois,Premium,15,142.73,67,2,3,57,91,8,Neutral,0,0,0
8581,63,Male,New York,Basic,39,127.37,384,7,1,14,58,7,Positive,3,1,1
4063,40,Female,Texas,Premium,44,80.94,305,0,3,88,26,1,Negative,0,0,1
5943,45,Male,Texas,Basic,44,31.77,178,2,1,20,95,8,Negative,2,1,1
3567,65,Female,California,Basic,2,155.78,24,5,1,63,42,1,Negative,3,0,1
7957,49,Male,New York,Enterprise,29,86.79,297,4,2,40,2,1,Neutral,0,0,1
7192,29,Female,Texas,Basic,55,67.87,468,9,4,89,39,4,Positive,4,1,0
6712,36,Female,Florida,Basic,42,162.0,105,8,3,72,86,3,Positive,3,1,1
5422,48,Male,Illinois,Enterprise,58,48.72,392,7,3,53,64,6,Positive,3,1,1
1292,49,Male,New York,Basic,22,85.03,323,3,0,91,96,4,Neutral,1,1,1
5813,59,Female,Illinois,Basic,12,14.1,259,2,1,59,63,8,Negative,2,1,0
6890,32,Female,California,Premium,3,46.65,240,3,3,25,16,7,Negative,0,0,0
4947,36,Female,California,Premium,43,122.68,480,8,2,39,64,7,Positive,1,0,0
7246,62,Male,Florida,Basic,36,75.78,470,0,4,39,72,3,Neutral,2,1,0
7309,53,Male,New York,Premium,25,52.48,222,4,4,46,5,1,Negative,1,1,0
5959,63,Male,Texas,Basic,23,170.76,351,3,3,5,88,8,Neutral,2,0,1
6669,21,Male,New York,Basic,50,145.7,132,4,3,53,37,6,Positive,2,1,0
3182,29,Female,California,Basic,30,93.7,272,3,4,65,65,2,Positive,4,1,1
1121,67,Female,Florida,Basic,33,124.54,373,8,3,54,57,1,Positive,3,1,1
4076,45,Male,Illinois,Premium,36,42.4,358,2,4,86,96,5,Positive,1,1,1
7929,24,Female,New York,Enterprise,20,109.15,130,3,3,53,50,2,Negative,2,1,0
8124,61,Male,Texas,Enterprise,35,68.45,386,3,1,51,37,7,Neutral,4,0,0
2252,64,Male,Florida,Basic,27,104.05,178,4,0,30,72,5,Neutral,1,0,0
1554,35,Female,California,Premium,52,152.83,240,2,0,4,61,3,Neutral,3,0,0
6528,57,Male,New York,Premium,2,168.67,156,4,0,28,34,3,Negative,0,1,1
4698,43,Female,Illinois,Basic,44,48.45,305,9,1,79,96,1,Positive,0,1,0
6553,67,Male,New York,Premium,4,24.35,262,6,2,58,63,3,Positive,3,0,0
4826,18,Male,Florida,Basic,36,92.24,418,3,4,59,15,1,Negative,0,0,0
8937,69,Male,California,Basic,31,147.16,156,9,3,48,32,6,Positive,0,1,0
3896,68,Male,Florida,Basic,2,101.27,475,7,0,88,14,10,Positive,1,0,1
7548,60,Female,Texas,Basic,18,87.89,50,8,1,26,33,8,Positive,1,1,0
4393,23,Male,California,Premium,9,25.91,406,5,4,76,89,10,Positive,0,0,0
1951,28,Female,Illinois,Basic,32,125.66,23,7,2,2,54,10,Neutral,4,1,0
5042,35,Male,Illinois,Basic,10,96.73,107,2,3,43,73,9,Neutral,4,1,0
3650,48,Male,Texas,Basic,44,86.91,106,3,4,88,61,9,Neutral,1,0,1
3121,50,Male,Florida,Basic,50,93.21,201,7,1,29,46,10,Negative,2,0,1
8483,41,Female,Texas,Premium,50,63.8,129,0,1,37,88,4,Negative,0,0,1
3650,48,Male,Texas,Basic,44,86.91,106,3,4,88,61,9,Neutral,1,0,1
6734,42,Female,Florida,Premium,48,130.82,89,2,3,66,94,5,Positive,2,1,1
1906,22,Female,Florida,Basic,58,90.18,197,6,4,89,8,9,Neutral,1,0,0
5301,52,Male,Florida,Basic,12,163.41,261,2,3,59,75,4,Neutral,2,1,1
4720,50,Female,New York,Basic,32,106.92,35,8,1,30,71,2,Negative,1,0,0
1079,59,Male,New York,Basic,37,109.12,104,2,3,26,61,5,Positive,3,1,0
5101,51,Male,Florida,Premium,33,99.09,471,9,4,14,78,10,Neutral,2,0,1
5880,40,Male,New York,Basic,43,173.92,260,1,0,49,19,6,Positive,4,0,0
8986,44,Female,Florida,Premium,29,198.97,490,5,2,22,6,9,Positive,4,1,1
3475,23,Female,Illinois,Basic,57,37.7,208,4,1,91,23,5,Positive,2,1,0
8108,32,Female,California,Basic,54,181.58,290,6,0,9,28,2,Positive,3,1,1
8188,48,Female,California,Premium,44,185.0,49,7,2,36,85,9,Negative,4,1,1
3153,26,Male,California,Basic,57,57.54,51,8,1,3,25,4,Positive,1,0,0
3073,60,Female,Texas,Basic,48,124.55,105,0,0,85,10,7,Neutral,0,0,1
6967,26,Female,Texas,Basic,59,88.21,252,9,3,8,4,1,Positive,2,0,1
5315,65,Male,California,Enterprise,57,89.2,32,9,3,3,3,8,Negative,1,0,1
2172,64,Female,California,Premium,54,19.71,461,2,4,1,91,5,Neutral,1,0,0
8226,40,Male,Texas,Premium,3,145.4,32,5,1,1,19,7,Negative,3,1,0
3632,43,Male,Texas,Premium,45,152.02,105,7,3,78,96,4,Positive,1,0,0
6911,25,Male,California,Basic,11,16.66,114,7,4,68,63,3,Neutral,3,1,1
2443,65,Female,Illinois,Enterprise,37,177.5,195,5,0,51,37,1,Neutral,4,1,0
5034,65,Female,Texas,Enterprise,8,129.58,217,4,4,25,72,6,Negative,3,1,0
3728,67,Female,New York,Premium,3,61.0,408,0,4,76,61,5,Neutral,0,0,1
8242,51,Male,New York,Basic,5,111.43,261,6,1,77,28,1,Neutral,4,0,1
6133,61,Female,California,Premium,43,40.01,291,7,1,76,53,3,Positive,4,1,0
7667,26,Male,Florida,Basic,9,166.08,173,2,2,2,33,10,Positive,2,1,1
4554,45,Female,Texas,Basic,40,35.28,106,5,0,7,67,9,Positive,0,1,1
1324,33,Female,New York,Premium,34,194.78,465,1,4,40,43,1,Neutral,4,1,0
2508,68,Male,New York,Basic,26,15.97,182,9,4,4,98,3,Negative,2,1,1
2866,29,Male,Texas,Enterprise,11,121.54,95,1,4,86,18,2,Negative,1,1,0
5616,43,Male,New York,Basic,32,187.99,83,6,3,1,1,4,Negative,0,0,0
7816,38,Female,Illinois,Enterprise,16,12.41,326,8,2,20,76,7,Neutral,4,0,0
4799,69,Female,Texas,Premium,52,157.13,244,9,3,87,68,3,Neutral,3,1,0
6284,29,Female,California,Basic,46,93.59,164,8,0,65,47,3,Positive,0,0,0
1063,29,Female,Illinois,Enterprise,11,57.33,485,6,1,80,70,10,Neutral,0,0,0
4990,22,Female,Texas,Basic,22,180.84,240,6,3,52,31,4,Neutral,3,0,1
6201,44,Female,Texas,Basic,33,88.98,451,0,4,91,84,7,Neutral,2,0,1
6539,57,Female,Florida,Premium,43,81.33,91,9,4,5,94,5,Negative,0,1,0
6225,57,Male,Illinois,Basic,35,58.33,53,8,0,0,13,2,Negative,0,1,0
1748,46,Male,Texas,Enterprise,13,135.98,313,1,0,91,77,4,Neutral,1,1,1
3171,19,Male,New York,Basic,18,74.21,406,6,4,10,82,8,Negative,3,1,0
3729,26,Female,Texas,Basic,28,20.38,371,0,1,93,50,6,Positive,3,1,1
4089,68,Female,Texas,Basic,33,49.21,294,9,4,19,58,1,Neutral,0,0,1
6026,41,Male,California,Basic,50,160.95,276,7,4,76,81,5,Negative,0,1,0
3748,32,Female,California,Premium,29,21.53,449,4,2,86,97,3,Positive,2,0,0
7487,31,Male,New York,Premium,36,161.24,322,8,1,22,48,5,Neutral,3,0,1
4570,30,Female,Illinois,Enterprise,41,79.24,286,1,1,36,93,7,Negative,0,0,1
8662,66,Male,New York,Premium,20,124.15,380,4,2,84,16,1,Positive,0,0,0
3828,57,Male,California,Basic,55,72.79,438,3,3,79,85,7,Positive,0,1,0
8530,60,Male,Illinois,Basic,34,192.06,33,6,0,12,41,4,Positive,0,1,0
8022,45,Female,Florida,Premium,50,120.96,349,7,2,31,66,3,Positive,4,1,0
5997,54,Male,California,Basic,29,22.18,169,4,4,2,62,10,Positive,1,1,1
6924,39,Female,Texas,Basic,2,78.77,204,1,0,12,34,5,Neutral,1,0,1
3176,41,Male,California,Premium,11,105.75,115,2,4,54,10,8,Negative,1,1,0
1984,23,Male,Florida,Basic,41,130.41,432,0,3,96,22,9,Negative,1,1,0
4053,51,Female,New York,Basic,22,76.18,367,1,2,38,19,1,Neutral,2,0,1
7386,37,Male,Illinois,Premium,56,182.36,313,3,3,77,54,7,Positive,3,1,1
2580,24,Female,Florida,Basic,8,26.33,177,6,1,16,18,2,Positive,4,0,0
2310,27,Male,Illinois,Basic,57,156.5,448,6,0,49,38,10,Negative,1,1,0
2088,27,Male,Illinois,Basic,46,46.43,106,5,2,73,59,4,Negative,0,0,1
1163,60,Male,Texas,Premium,25,10.59,181,1,2,17,55,5,Negative,4,1,1
4864,24,Female,Illinois,Enterprise,50,127.56,174,4,2,54,84,9,Negative,3,1,0
5658,42,Male,Texas,Basic,32,148.44,189,0,4,41,2,7,Neutral,4,1,0
5201,26,Male,California,Basic,19,106.17,96,1,0,57,3,5,Positive,4,1,0
